Product ID,Title,Handle,Vendor,Product Type,Published,Created,Updated,Tags,Total Variants,Total Images,Price Range,In Stock
"=""7746985033818""",Everyday Tote | Old English (M) (Zipper),womens-everyday-leather-tote-bag-old-english-medium-zipper,Thursday Boots - Women's Bags,Bags,1/21/2026,1/19/2026,8/8/2026,accessories; anagram-enabled; bags:Everyday Tote; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; hide-mobile-details; highlight:Multiple Sizes; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Everyday Tote (M); loop:Everyday Tote (M) Zipper; material:Leather; model:Everyday Tote; no-waitlist-overlay; pf-gender:Female; pf-status:active; pf-type:Accessories; product-switcher; redo:everyday tote medium zipper; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-everyday-tote-medium; w-all:Bags; womens-bags; womens-bags-sizing; YGroup_womens-everyday-tote; yotpo-reviews,1,8,$39500 - $39500,Yes
"=""7746998042714""",Everyday Tote | Red (M) (Zipper),womens-everyday-leather-tote-bag-red-medium-zipper,Thursday Boots - Women's Bags,Bags,1/21/2026,1/19/2026,8/8/2026,accessories; anagram-enabled; bags:EverydayTote2; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Red; credit_fee:FREE; exchange_fee:FREE; free-gift; hide-mobile-details; highlight:Multiple Sizes; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Everyday Tote (M) Zipper; material:Leather; model:Everyday Tote; new-arrivals:Everyday Tote; no-waitlist-overlay; pf-gender:Female; pf-status:active; pf-type:Accessories; product-switcher; redo:everyday tote medium zipper; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-everyday-tote-medium; w-all:Bags2; womens-bags; womens-bags-sizing; YGroup_womens-everyday-tote; yotpo-reviews,1,8,$39500 - $39500,Yes
"=""7743121064026""",Men's Cotton Crew Sock | White x Grey Stripe,mens-cotton-crew-sock-white-x-grey-stripe,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:ClassicCrewSocks2; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock-stripe; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743119786074""",Men's Cotton Crew Sock | White x Green Stripe,mens-cotton-crew-sock-white-x-green-stripe,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:ClassicCrewSocks2; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock-stripe; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743116542042""",Men's Cotton Crew Sock | White x Black Stripe,mens-cotton-crew-sock-white-x-black-stripe,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:ClassicCrewSocks2; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock-stripe; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743112347738""",Men's Cotton Crew Sock | Olive,mens-cotton-crew-sock-olive,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:Classic Crew Socks; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743108382810""",Men's Cotton Crew Sock | Latte,mens-cotton-crew-sock-latte,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:Classic Crew Socks; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743105990746""",Men's Cotton Crew Sock | Brown,mens-cotton-crew-sock-brown,Thursday Boots - Accessories,Socks,1/17/2026,1/17/2026,8/8/2026,aa_mens-socks-bfcm; accessories; accessory-full; all:All; bf2020-100; BIS; category:Socks; color:Red; credit_fee:500; discount:1400; exchange_fee:500; gender:Men's; group:Apparel; klaviyo:Men; live_product; model:Men's Cotton Crew Sock; newsocks:Classic Crew Socks; pf-gender:Male; pf-status:active; pf-style:Socks; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; retail-sync; single-sock; Sneakers: sneaker:LowTop2; socks; thumb-groups:mens-cotton-crew-sock;mens-cotton-crew-sock-stripe;mens-cotton-crew-sock-bundles; thumbnails:mens-cotton-crew-sock; YGroup_mens-cotton-crew-sock; yotpo-reviews,1,2,$4100 - $4100,Yes
"=""7743095373914""",Leather Cleaning Wipes | 30 Pack,leather-cleaning-wipes-30-pack,Thursday Boots - Accessories,Shoe Care,1/17/2026,1/17/2026,8/8/2026,accessory-full; all:All; BIS; care-type:Leather; category-group:Shoe Care; category:Care2; cobblers-choice; credit_fee:500; exchange_fee:500; free-ship-care; group:Shoe Care; gwp-eligible; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:leather-cleaning-wipes; YGroup_cc-spot-cleaner; YGroup_cleaning-wipes,1,7,$6900 - $6900,Yes
"=""7743079153754""",Leather Cleaning Wipes | 10 Pack,leather-cleaning-wipes,Thursday Boots - Accessories,Shoe Care,1/17/2026,1/17/2026,8/8/2026,accessory-full; all:All; BIS; care-type:Leather; care:Clean; category-group:Shoe Care; category:Care2; cobblers-choice; credit_fee:500; exchange_fee:500; free-ship-care; group:Shoe Care; gwp-eligible; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; shoe-care:Clean; thumbnails:leather-cleaning-wipes; YGroup_cc-spot-cleaner; YGroup_cleaning-wipes,1,7,$2900 - $2900,Yes
"=""7717426233434""",Tiny Dancer | Buff Cap Toe,womens-tiny-dancer-ballet-flat-buff-cap-toe,Thursday Boots - Women's Shoes,Shoes,1/15/2026,1/3/2026,8/8/2026,bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Women's Shoes; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Tiny Dancer (Cap Toe); material:Leather; mlp:womens-shoes; model:Tiny Dancer; new-arrivals:Tiny Dancer; no-cs-variants; param_selector; pf-gender:Female; recommend:+0; redo:tiny dancer; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-tiny-dancer;womens-tiny-dancer-cap-toe; thumbnails:womens-tiny-dancer-cap-toe; w-all:D-Shoes; w-all:Shoes3; womens-flats; womens-shoes; womens-shoes:Tiny Dancer; YGroup_womens-tiny-dancer-shoes; yotpo-reviews,15,9,$30900 - $30900,Yes
"=""7717361549402""",Tiny Dancer | Black Cap Toe,womens-tiny-dancer-ballet-flat-black-cap-toe,Thursday Boots - Women's Shoes,Shoes,1/15/2026,1/3/2026,8/8/2026,bf21:Leather; bf21:W-Shoes; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Women's Shoes; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Tiny Dancer (Cap Toe); material:Leather; mlp:womens-shoes; model:Tiny Dancer; new-arrivals:Tiny Dancer; no-cs-variants; param_selector; pf-gender:Female; recommend:+0; redo:tiny dancer; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-tiny-dancer;womens-tiny-dancer-cap-toe; thumbnails:womens-tiny-dancer-cap-toe; womens-flats; womens-shoes; womens-shoes:Tiny Dancer; YGroup_womens-tiny-dancer-shoes; yotpo-reviews,15,9,$30900 - $30900,Yes
"=""7733079900250""",CPO Jacket | Husk,mens-cpo-military-jacket-husk-wool,Thursday - Men's Jackets,Jackets,1/15/2026,1/12/2026,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-BlackMatte; bf21:OilTanned; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; imp_new_guide; interactive-details; jackets:CPO Jacket; kfc:picks-3; klaviyo:Men; live_product; loop-accessory; material:Wool; mens-jackets; mens-jackets-collection; mlp:mens-jackets; model:CPO Jacket; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; recurate-hide; redo:cpo jacket; refund_fee: FREE; retail-sync; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-jacket; thumbnails:mens-cpo-jacket; wair-enabled; YGroup_mens-cpo-jacket,5,7,$56700 - $56700,Yes
"=""7733057552474""",CPO Jacket | Black & Grey,mens-cpo-military-jacket-black-grey-wool,Thursday - Men's Jackets,Jackets,1/15/2026,1/12/2026,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-BlackMatte; bf21:OilTanned; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; imp_new_guide; interactive-details; jackets:CPO Jacket; klaviyo:Men; live_product; loop-accessory; material:Wool; mens-jackets; mens-jackets-collection; mlp:mens-jackets; model:CPO Jacket; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; recurate-hide; redo:cpo jacket; refund_fee: FREE; retail-sync; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-jacket; thumbnails:mens-cpo-jacket; wair-enabled; YGroup_mens-cpo-jacket,5,7,$56700 - $56700,Yes
"=""7733036482650""",Commonwealth | Charlestown,mens-commonwealth-moc-toe-shoe-charlestown,Thursday Boots - Men's Shoes,Shoes,1/15/2026,1/12/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; as:RuggedKit; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; bfcm:Leather; BIS; boat-shoes-loafer:Dress Shoes; casual-shoes:Dress To Impress; category-group:Shoes; category:Men's Shoes; color:Brown; credit_fee:FREE; derby search_term; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:Low Inventory; holiday:Dress Shoes2; holiday:DressShoes2; honest-pricing; interactive-details; keyword:Renegade; klaviyo:Men; landing:Dress-Shoes-2; loop:Men's Renegade; m-all:Shoes3; material:Rugged; mens-shoes; mlp:mens-shoes; model:Commonwealth; model:New Arrivals; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Blucher; pf-type:Shoes; product-switcher; recommend:-0.5; redo:commonwealth; refund_fee: FREE; retail-sync; search_term: storm king; shoes:Commonwealth; shoes:Dress Shoes; shoes:New Arrivals; show-previews; show_recs; sneakers:DressShoes2; sneakers:Shoes; sole:Rubber; style:Lace-Up; style:Plain Toe; thumbnails:mens-commonwealth; width:Standard; YGroup_mens-commonwealth-shoes; yotpo-reviews,19,8,$51500 - $51500,Yes
"=""7733019869274""",Commonwealth | Canyon,mens-commonwealth-moc-toe-shoe-canyon,Thursday Boots - Men's Shoes,Shoes,1/15/2026,1/12/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; as:RuggedKit; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; bfcm:Leather; BIS; boat-shoes-loafer:Dress Shoes; casual-shoes:Dress To Impress; category-group:Shoes; category:Men's Shoes; color:Brown; credit_fee:FREE; derby search_term; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes2; holiday:DressShoes2; honest-pricing; interactive-details; keyword:Renegade; klaviyo:Men; landing:Dress-Shoes-2; loop:Men's Renegade; m-all:Shoes3; material:Rugged; mens-shoes; mlp:mens-shoes; model:Commonwealth; model:New Arrivals; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Blucher; pf-type:Shoes; product-switcher; recommend:-0.5; redo:commonwealth; refund_fee: FREE; retail-sync; search_term: storm king; shoes:Commonwealth; shoes:Dress Shoes; shoes:Featured Styles; shoes:New Arrivals; show-previews; show_recs; sneakers:DressShoes2; sneakers:Shoes; sole:Rubber; style:Lace-Up; style:Plain Toe; thumbnails:mens-commonwealth; width:Standard; YGroup_mens-commonwealth-shoes; yotpo-reviews,19,8,$51500 - $51500,Yes
"=""7732988575834""",Commonwealth | Arizona Adobe,mens-commonwealth-moc-toe-shoe-arizona-adobe,Thursday Boots - Men's Shoes,Shoes,1/15/2026,1/12/2026,8/8/2026,4col:Dress Shoes; all:All; anagram-enabled; as:RuggedKit; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; bfcm:Leather; BIS; boat-shoes-loafer:Dress Shoes; casual-shoes:Dress To Impress; category-group:Shoes; category:Men's Shoes; color:Brown; credit_fee:FREE; derby search_term; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; holiday:Dress Shoes2; holiday:DressShoes2; honest-pricing; interactive-details; keyword:Renegade; klaviyo:Men; landing:Dress-Shoes-2; loop:Men's Renegade; m-all:Shoes3; material:Rugged; mens-shoes; mlp:mens-shoes; model:Commonwealth; model:New Arrivals; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Blucher; pf-type:Shoes; product-switcher; recommend:-0.5; redo:commonwealth; refund_fee: FREE; retail-sync; search_term: storm king; shoes:Commonwealth; shoes:Dress Shoes; shoes:New Arrivals; show-previews; show_recs; sneakers:DressShoes2; sneakers:Shoes; sole:Rubber; style:Lace-Up; style:Plain Toe; thumbnails:mens-commonwealth; width:Standard; YGroup_mens-commonwealth-shoes; yotpo-reviews,19,8,$51500 - $51500,Yes
"=""7719429898330""",Journeyman | Black,mens-journeyman-wholecut-chelsea-boot-black,Thursday Boots - Men's,boots,1/7/2026,1/6/2026,8/8/2026,4col:Featured-Styles-3; 4col:Journeyman; anagram-enabled; as:EssentialLeatherKit; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Cacao; bf21:WaxedSuede; bfcm-eligible; BIS; chelsea:Journeyman; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; honest-pricing; interactive-details; klaviyo:Men; live_product; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-chelsea; model:Men's Journeyman; new-arrivals:Journeyman; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:-0.5; redo:journeyman; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Chelsea; thumb-groups:mens-journeyman;mens-evergreen-journeyman;mens-journeyman-final-batch; thumbnails:mens-evergreen-journeyman; width:Standard; YGroup_mens-journeyman; yotpo-reviews,19,8,$82700 - $82700,Yes
"=""7719281098842""",Journeyman | New England Snuff,mens-journeyman-wholecut-chelsea-boot-new-england-snuff,Thursday Boots - Men's,boots,1/7/2026,1/5/2026,8/8/2026,4col:Journeyman; alpham:More From Thursday; anagram-enabled; as:SuedeKit; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Cognac; bf21:Suede; bfcm-eligible; BIS; black-label; black-label:Boots; chelsea:Journeyman; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; highlight:Black Label; holiday:Boots2; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Journeyman; m-all:BlackLabel2; m-all:D-BlackLabel-Boots; material:Suede; mb_handcrafted; mens-boots; mlp:mens-boots-chelsea; model:Men's Journeyman; new-arrivals:Journeyman; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:-0.5; redo:journeyman; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Chelsea; thumb-groups:mens-journeyman;mens-evergreen-journeyman;mens-journeyman-final-batch; thumbnails:mens-journeyman; width:Standard; YGroup_mens-journeyman; yotpo-reviews,19,8,$93000 - $93000,Yes
"=""7719237124186""",Journeyman | Amaretto,mens-journeyman-wholecut-chelsea-boot-amaretto,Thursday Boots - Men's,boots,1/7/2026,1/5/2026,8/8/2026,4col:Featured-Styles-3; 4col:Journeyman; anagram-enabled; as:EssentialLeatherKit; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Cacao; bf21:WaxedSuede; bfcm-eligible; BIS; chelsea:Journeyman; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; honest-pricing; interactive-details; klaviyo:Men; live_product; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-chelsea; model:Men's Journeyman; new-arrivals:Journeyman; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:-0.5; redo:journeyman; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Chelsea; thumb-groups:mens-journeyman;mens-evergreen-journeyman;mens-journeyman-final-batch; thumbnails:mens-evergreen-journeyman; width:Standard; YGroup_mens-journeyman; yotpo-reviews,19,8,$82700 - $82700,Yes
"=""7713898561626""",Vista | Cuero,mens-vista-low-top-sneaker-cuero,Thursday Boots - Men's Sneakers,Sneakers,1/1/2026,12/29/2025,8/8/2026,anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-Toffee; bfcm-eligible; BIS; bis-sms; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; highlight:Low Inventory; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Vista; low-top:Court; material:Leather; mens-sneakers; mlp:mens-sneakers; mobile-details; model:Vista; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:vista; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; sneaker:Vista; thumbnails:mens-vista; YGroup_mens_vista_sneakers; yotpo-reviews,19,8,$40100 - $40100,Yes
"=""7713950826586""",Vista | Forest,mens-vista-low-top-sneaker-forest,Thursday Boots - Men's Sneakers,Sneakers,1/1/2026,12/29/2025,8/8/2026,anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-Toffee; bfcm-eligible; BIS; bis-sms; color:White; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Vista; low-top:Court; material:Leather; mens-sneakers; mlp:mens-sneakers; mobile-details; model:Vista; new-arrivals:Sneakers; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:vista; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; sneaker:Vista; thumbnails:mens-vista; YGroup_mens_vista_sneakers; yotpo-reviews,19,8,$40100 - $40100,Yes
"=""7714285453402""",Vista | Frost,mens-vista-low-top-sneaker-frost,Thursday Boots - Men's Sneakers,Sneakers,1/1/2026,12/30/2025,8/8/2026,anagram-enabled; as:EssentialLeatherKit; as:SuedeKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-Toffee; bfcm-eligible; BIS; bis-sms; color:Cream; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Vista; low-top:Court; material:Suede; mens-sneakers; mlp:mens-sneakers; mobile-details; model:Vista; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:vista; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; sneaker:Vista; thumbnails:mens-vista; YGroup_mens_vista_sneakers; yotpo-reviews,19,8,$40100 - $40100,Yes
"=""7714303115354""",Vista | White,mens-vista-low-top-sneaker-white,Thursday Boots - Men's Sneakers,Sneakers,1/1/2026,12/30/2025,8/8/2026,anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-Toffee; bfcm-eligible; BIS; bis-sms; color:White; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Vista; low-top:Court; material:Leather; mens-sneakers; mlp:mens-sneakers; mobile-details; model:Vista; new-arrivals:Sneakers; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:vista; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Men's; sneaker:Vista; thumbnails:mens-vista; YGroup_mens_vista_sneakers; yotpo-reviews,19,8,$40100 - $40100,Yes
"=""7701668757594""",Captain Brogue | Coffee,mens-captain-brogue-lace-up-boot-coffee-leather,Thursday Boots - Men's,boots,12/23/2025,12/15/2025,8/8/2026,add-aftersell; all:All; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; bfcm:Leather; BIS; category:Men's Boots; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit:captain; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Captain Brogue; material:Leather; mb_handcrafted; mbg:Captain; mens-boots; mens-captain; mlp:mens-boots-lu; mobile-details; model:Captain Brogue; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:CaptainBrogue; recommend:-0.5; recurate-hide; redo:captain brogue; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Cap Toe; style:Lace-Up; thumb-groups:mens-wingtip-boot;mens-captain-brogue; thumbnails:mens-captain-brogue; width:Standard; YGroup_mens-captain-brogue-boot,19,8,$61500 - $61500,Yes
"=""7701613215834""",Captain Brogue | Black,mens-captain-brogue-lace-up-boot-black-leather,Thursday Boots - Men's,boots,12/23/2025,12/15/2025,8/8/2026,add-aftersell; all:All; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; bfcm:Leather; BIS; category:Men's Boots; color:Black; correct_details; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit:captain; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Captain Brogue; material:Leather; mb_handcrafted; mbg:Captain; mens-boots; mens-captain; mlp:mens-boots-lu; mobile-details; model:Captain Brogue; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:CaptainBrogue; recommend:-0.5; recurate-hide; redo:captain brogue; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Cap Toe; style:Lace-Up; thumb-groups:mens-wingtip-boot;mens-captain-brogue; thumbnails:mens-captain-brogue; width:Standard; YGroup_mens-captain-brogue-boot,19,8,$61500 - $61500,Yes
